Running for 2500.0 seconds (5000 samples at 0.5 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:06:30   2.8   0.0   0.8  96.4   0.0    2  15148   4842    0    0    0  32.82 
10:06:30   6.8   0.0   1.8  91.5   0.0    4  14790   5306    6    4    6  20.50 
10:06:31   4.1   0.0   0.9  94.9   0.1    1  17270   5448    0    0    0  29.32 
10:06:31   3.4   0.0   1.1  95.4   0.0    2  14410   4708    0    0    0  28.78 
10:06:32   3.7   0.0   1.0  95.3   0.0    1  16100   5040    0    0    0  34.00 
10:06:32   6.3   0.0   1.8  92.0   0.0    1  20216   6796   26   11   26  28.21 
10:06:33   2.8   0.0   1.0  96.2   0.0    2  18910   5838    0    0    0  34.87 
10:06:33   4.2   0.0   0.9  94.9   0.0    1  17944   5792    0    0    0  35.81 
10:06:34   6.7   0.0   1.5  91.8   0.0    1  22662   8640   15    0    0  41.25 
10:06:34   6.2   0.0   1.4  92.4   0.0    1  16726   5612    6    4    6  19.01 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:06:35   4.4   0.0   1.2  94.5   0.0    2  18630   5796    0    0    0  29.32 
10:06:35   2.5   0.0   0.6  96.8   0.0    1  18458   5596    0    0    1  33.79 
10:06:36   4.3   0.0   0.8  95.0   0.0    1  20344   5902    1    0    0  35.37 
10:06:36   3.7   0.0   0.8  95.6   0.0    2  17562   5746    6    4    6  33.55 
10:06:37   4.5   0.0   0.9  94.6   0.0    1  17524   5824    0    0    2  40.64 
10:06:37   7.8   0.0   1.3  90.9   0.0    3  19372   6078   16    3    2  34.78 
10:06:38   5.4   0.0   1.2  93.5   0.0    1  23334   6818    5    4   18  43.20 
10:06:38   4.2   0.0   1.0  94.8   0.0    2  15384   5360    6    4    6  25.21 
10:06:39   6.2   0.0   1.4  92.2   0.1    4  17742   5638    0    0    0  25.21 
10:06:39   3.0   0.0   0.9  96.1   0.0    4  13218   4398    0    0    2  31.65 
10:06:40   2.9   0.0   1.1  96.0   0.0    2  14812   4888    0    0    0  32.34 
10:06:40   4.4   0.0   1.0  94.5   0.0    3  14126   5306    6    4    6  23.83 
10:06:41   6.3   0.0   1.5  92.2   0.0    6  14484   5132    0    0    0  15.98 
10:06:41   3.2   0.0   0.9  95.9   0.0    1  17748   5850    0    0    0  32.90 
10:06:42   5.1   0.0   1.2  93.7   0.0   12  18574   5558    1    0    0  28.40 
10:06:42   2.8   0.0   0.8  96.5   0.0    2  16862   5436    6    4    6  33.03 
10:06:43   5.9   0.0   1.8  92.2   0.1    2  24694   7332   25    8   24  46.48 
10:06:43   8.5   0.0   3.3  86.6   1.5   17  45350  11792   39   35    5  55.13 
10:06:44  91.4   0.0   8.6   0.0   0.0   34  16276  13548    1    0    1 137.38 
10:06:44  82.0   0.0   6.7  11.3   0.0    6  21958  11082   12    4   17 117.01 
10:06:45   7.8   0.0   2.7  89.5   0.1    1  22860   7924    4    1   25  50.25 
10:06:45   3.3   0.0   1.1  95.0   0.5    1  27570   7702    2    2    3  39.27 
10:06:46   2.2   0.0   0.5  97.3   0.0    1  16158   5070    0    0    0  33.11 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:06:46  59.5   0.0   7.8  32.5   0.3   30  15978  11194   41   36    6 104.44 
10:06:47  91.4   0.0   8.4   0.1   0.0   23  13822  12402   16    3   15 123.17 
10:06:47  24.2   0.0   3.6  72.1   0.1    8  22070  17794   42    7   76  66.74 
10:06:48   4.9   0.0   1.4  93.6   0.1    5  17828   6500   19    7   19  27.51 
10:06:48  43.7   0.0   8.5  47.4   0.4   21  21800  10740   41   36    6  91.73 
10:06:49  91.3   0.0   8.4   0.3   0.0   26  14298  11980    5    2    3 123.07 
10:06:49  43.7   0.0   4.9  51.5   0.0    4  26374  12484   44   20   56  94.89 
10:06:50  10.5   0.0   6.0  82.9   0.6    2  41678   9040   37    5   58  62.36 
10:06:50   3.2   0.0   3.1  93.2   0.5    2  23116   7164    7    5    7  37.72 
10:06:51   3.2   0.0   0.9  95.9   0.0    2  12670   4430    0    0    0  28.16 
10:06:51   4.8   0.0   1.9  92.8   0.5    1  21688   6728    2    1    2  30.62 
10:06:52   5.6   0.0   1.9  92.5   0.0    3  13054   4970    0    0    0  16.12 
10:06:52   6.5   0.0   3.9  88.4   1.2    1  34774   9928    9    7    9  40.57 
10:06:53   3.8   0.0   3.2  93.0   0.0    3  18352   6592   19    7   20  38.98 
10:06:53  49.0   0.0  11.4  39.4   0.1   23  16132   9900   35   32    0  97.84 
10:06:54  90.3   0.0   9.6   0.1   0.0   16  13946  10950   10    0    2 120.26 
10:06:54  23.6   0.0   5.4  70.2   0.9    2  32004  10634   21   18   62  71.67 
10:06:55  22.3   0.0   4.2  73.6   0.0   13  55808  10386   71    6   39  85.25 
10:06:55  12.8   0.0   3.6  83.3   0.4    2  33516   9152    2    1   38  60.57 
10:06:56   2.4   0.0   2.9  94.8   0.0    1  14768   5036    2    0    0  31.98 
10:06:56   5.1   0.0   2.9  91.5   0.5    2  22118   6946    8    6    8  30.64 
10:06:57   3.3   0.0   3.6  93.1   0.0    3  14110   4990    0    0    0  27.30 
10:06:57  23.5   0.0   6.0  69.6   0.9   17  33512  12178   35   32    1  64.96 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:06:58  90.9   0.0   9.1   0.0   0.0   31  14104  13674   15    3    3 119.40 
10:06:58  82.1   0.0   7.5  10.4   0.0    7  18308  13318   10    8   35 107.79 
10:06:59  74.4   0.0  10.6  14.9   0.1   30  17956  14128   36   32   23 108.31 
10:06:59  92.2   0.0   7.6   0.1   0.0   26  15146  12646   11    3    3 111.47 
10:07:00  64.0   0.0   9.9  25.9   0.1   29  23598  18834   37   32   46 106.08 
10:07:00  91.2   0.0   8.8   0.0   0.0   21  12084  12224    7    4    8 114.83 
10:07:01  47.7   0.0   5.5  46.5   0.3    3  20858  10896   38   12   74  88.84 
10:07:01   8.5   0.0   2.8  87.5   1.3    1  39348  10798   22    3   22  55.06 
10:07:02   3.5   0.0   1.4  95.0   0.1    1  15160   5060    2    0    1  35.75 
10:07:02  12.9   0.0   2.0  84.7   0.4    3  21396   8100   32   15   32  56.18 
10:07:03   4.0   0.0   1.5  94.1   0.4    2  19924   6614    2    2    3  40.86 
10:07:03   8.3   0.0   2.6  87.7   1.4    4  27188   9076   26   11   26  54.55 
10:07:04  11.6   0.0   2.4  85.5   0.5    1  29400  13564    1    1    1  58.18 
10:07:04   5.3   0.0   1.5  93.0   0.1    1  15304   5702    7    4    6  40.12 
10:07:05   6.8   0.0   1.9  91.4   0.0    3  15828   5486    1    0    1  26.08 
10:07:05  16.1   0.0   1.8  82.1   0.0    2  19302  12726    0    0    0  65.92 
10:07:06   9.6   0.0   1.4  89.0   0.0    2  14236   9218    0    0    0  50.77 
10:07:06   9.3   0.0   1.4  88.6   0.8    2  17948  11760    6    4    6  51.05 
10:07:07   9.4   0.0   0.9  89.7   0.0    2  13556  11420    0    0   14  51.43 
10:07:07   9.8   0.0   1.0  88.6   0.6    3  17618  11900    0    0    0  54.14 
10:07:08   9.8   0.0   1.3  88.9   0.0    2  15770  11778    0    0    1  54.14 
10:07:08  10.2   0.0   2.3  86.9   0.6    3  22692  11350   25   11   25  56.27 
10:07:09  10.4   0.0   1.1  88.5   0.0    2  16848  11840    0    0    0  52.54 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:07:09   9.4   0.0   0.5  89.4   0.6    3  19254   7510    1    0    0  53.94 
10:07:10   8.9   0.0   0.5  90.6   0.0    4  16384   8278    1    0    0  55.90 
10:07:10   9.1   0.0   1.0  89.8   0.1    3  15632   8366    6    4    7  54.69 
10:07:11  10.2   0.0   0.9  88.9   0.0    6  15142   9570    0    0    0  60.79 
10:07:11   9.8   0.0   0.9  89.2   0.1    2  19086   8918    3    0    0  57.64 
10:07:12   9.8   0.0   1.5  88.7   0.0    2  19150  10250    0    0    1  57.80 
10:07:12   8.0   0.0   1.6  90.4   0.0    2  19370   6288    6    4    6  21.68 
10:07:13   7.3   0.0   1.0  91.7   0.0    1  16458   5768    0    0    1  19.38 
10:07:13   7.5   0.0   1.7  90.8   0.0    1  23574   7152   19    7   19  27.27 
10:07:14   3.8   0.0   0.9  95.3   0.0    1  21972   6170    1    0    0  37.18 
10:07:14   9.3   0.0   0.5  89.8   0.4    4  19676   6698    7    4    6  54.90 
10:07:15  14.4   0.0   1.3  84.3   0.0    6  24720   7282    1    0    2  65.46 
10:07:15  14.2   0.0   1.2  84.5   0.0    3  31136   7740    1    0    0  63.08 
10:07:16   5.8   0.0   1.4  92.8   0.0    1  17650   5682    0    0    0  31.96 
10:07:16   6.1   0.0   1.6  92.3   0.0    1  17204   5742    6    4    6  28.23 
10:07:17   6.9   0.0   0.8  92.3   0.0    2  12612   4830    0    0    0  15.73 
10:07:17   4.9   0.0   0.9  94.1   0.1    2  15682   5086    0    0    0  32.64 
10:07:18   2.9   0.0   0.8  96.3   0.0    1  14810   4726    0    0    1  33.20 
10:07:18   4.1   0.1   1.5  94.3   0.0    4  16432   5370   22    7    8  35.60 
10:07:19   2.8   0.0   0.6  96.6   0.0    3  16424   5720    4    4   18  36.10 
10:07:19   4.4   0.0   1.4  94.2   0.0    3  15672   5016    0    0    0  38.28 
10:07:20   5.4   0.0   1.0  93.6   0.0    3  17246   5480    1    0    1  28.48 
10:07:20   6.5   0.0   1.5  92.0   0.0    3  16012   5484    7    4    7  20.82 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:07:21   8.1   0.0   1.1  90.8   0.0    2  16042   8518    0    0    0  19.38 
10:07:21   6.7   0.0   1.6  91.7   0.0    1  14152   4984    0    0    0  23.29 
10:07:22   5.7   0.0   1.3  93.0   0.0    2  16900   5614    1    0    0  27.24 
10:07:22   7.3   0.0   2.0  90.6   0.0    1  14036   5180    6    4    6  16.07 
10:07:23   7.4   0.0   1.1  91.5   0.0    2  14318   5128    0    0    0  16.63 
10:07:23   4.9   0.0   0.8  94.3   0.0    1  18574   5784    0    0    0  33.83 
10:07:24   5.1   0.0   1.4  93.4   0.1    1  24120   7042   20    7   20  39.01 
10:07:24   3.4   0.0   1.1  95.4   0.0    1  14164   4836    6    4    7  29.77 
10:07:25   9.2   0.0   1.3  89.5   0.0    1  16068   7314    0    0    1  23.52 
10:07:25   8.1   0.0   1.5  90.4   0.0    3  17850   7386    1    0    1  43.50 
10:07:26   6.3   0.0   1.0  92.5   0.1    1  15482   5304    0    0    0  22.56 
10:07:26   7.5   0.0   1.4  91.1   0.0    1  17608   5784    6    4    6  26.35 
10:07:27   5.1   0.0   1.4  93.5   0.0    1  18734   5844    1    0    1  25.67 
10:07:27   3.2   0.0   0.8  96.1   0.0    1  18174   5566    0    0    1  34.33 
10:07:28   4.8   0.0   1.0  94.2   0.0    3  15200   5196    0    0    1  29.19 
10:07:28   4.5   0.0   1.8  93.7   0.0    2  13848   4870    6    4    6  30.39 
10:07:29   4.2   0.0   1.5  94.3   0.0    1  18394   6034   20    7   20  38.71 
10:07:29   2.8   0.0   1.0  96.2   0.0    2  18102   5410    0    0    0  35.80 
10:07:30   3.3   0.0   0.5  96.2   0.0    3  17092   5394    0    0    0  35.09 
10:07:30   3.7   0.0   1.3  95.1   0.0    2  18414   5650    6    4    6  37.18 
10:07:31   7.8   0.0   1.3  90.9   0.0    2  22756   6280    0    0    0  49.00 
10:07:31  10.1   0.0   0.9  89.0   0.0    1  20244   6794    1    0    0  36.78 
10:07:32   8.8   0.0   1.3  89.9   0.0    2  18416   5990    0    0    1  18.15 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:07:32   4.4   0.0   1.1  94.4   0.0    2  14794   4982    6    4    6  27.77 
10:07:33   5.6   0.0   1.1  93.3   0.0    1  16796   5470    1    0    0  34.99 
10:07:33   3.8   0.0   1.0  95.2   0.0    2  15060   4762    0    0    0  34.85 
10:07:34   5.8   0.0   1.4  92.8   0.0    1  20498   7262   19    7   19  38.97 
10:07:34   7.0   0.0   1.4  91.6   0.0    1  13826   4964    6    4    6  18.59 
10:07:35   6.6   0.0   1.6  91.8   0.0    1  16440   5656    0    0    0  19.02 
10:07:35   6.1   0.0   1.0  92.9   0.0    4  15896   5112    1    0    0  30.72 
10:07:36   8.3   0.0   1.5  90.2   0.0    1  16448   6056    0    0    0  22.71 
10:07:36   7.7   0.0   2.3  90.0   0.0    3  17154   5874    6    4    6  16.74 
10:07:37   8.9   0.0   1.0  90.1   0.0    2  18742   6222    0    0    0  23.95 
10:07:37   3.3   0.0   0.6  96.1   0.0    1  17776   5244    0    0    0  35.56 
10:07:38   3.4   0.0   0.5  96.1   0.0    2  15294   4890    0    0    0  31.68 
10:07:38   5.2   0.0   0.9  93.9   0.0    3  14646   5080    6    4    6  24.80 
10:07:39   5.7   0.0   1.3  92.8   0.1    1  19638   6478   19    7   19  33.21 
10:07:39   5.2   0.0   0.9  93.9   0.0    7  15326   5472    1    0    0  26.87 
10:07:40   7.2   0.0   1.4  91.4   0.0    3  17084   5920    0    0    2  16.45 
10:07:40   7.5   0.0   1.6  90.9   0.0    2  15878   5490    6    4    7  18.36 
10:07:41   6.9   0.0   1.4  91.7   0.0    1  18134   5798    0    0    0  19.68 
10:07:41   3.5   0.0   1.3  95.2   0.0    2  16084   5338    0    0    0  34.68 
10:07:42   5.9   0.0   1.3  92.9   0.0    1  16166   5496    0    0    0  22.62 
10:07:42   6.2   0.0   1.8  92.0   0.0    3  18076   5806    6    4    6  22.06 
10:07:43   7.3   0.0   1.9  90.8   0.0    1  17742   5862    0    0    0  20.31 
10:07:43   2.8   0.0   0.6  96.6   0.0    2  17402   5328    0    0    0  32.21 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:07:44   5.5   0.0   0.9  93.6   0.0    2  18734   5896    2    1    0  33.76 
10:07:44   4.3   0.0   1.1  94.6   0.0    1  22818   6874   25   10   26  39.67 
10:07:45   5.3   0.0   1.4  93.3   0.0    1  14208   5068    0    0    0  26.33 
10:07:45   7.6   0.0   2.1  90.3   0.0    2  16336   5380    1    0    1  36.51 
10:07:46   3.9   0.0   1.4  94.7   0.0    4  15322   6080    0    0    0  40.71 
10:07:46   6.3   0.0   0.9  92.8   0.0    1  18542   5910    6    4    6  43.86 
10:07:47   5.4   0.0   0.8  93.8   0.0    1  18166   5764    0    0    0  32.75 
10:07:47   2.3   0.0   0.5  97.2   0.0    1  14682   4894    0    0    0  31.57 
10:07:48   3.0   0.0   0.6  96.3   0.0    1  14930   4964    0    0    0  33.30 
10:07:48   3.0   0.0   0.9  96.1   0.0    2  14402   4808    6    4    6  32.04 
10:07:49   5.6   0.0   0.9  93.5   0.0    2  14870   5140    0    0    1  20.39 
10:07:49   6.6   0.0   1.7  91.6   0.1    1  25254   7666   19    7   19  40.08 
10:07:50   3.7   0.0   0.5  95.8   0.0    4  18566   5962    0    0    0  33.35 
10:07:50   8.3   0.0   1.8  90.0   0.0    2  18396   6144    7    4    7  17.81 
10:07:51   6.3   0.0   0.9  92.8   0.0    2  17022   5612    1    0    0  23.13 
10:07:51   7.1   0.0   2.7  89.3   0.9    1  36640   9804    9    4   15  48.89 
10:07:52  58.8   0.0   9.3  31.3   0.6   21  28738  13598   35   32    0 111.12 
10:07:52  92.0   0.0   8.0   0.0   0.0   27  20208  14434    8    4    8 118.71 
10:07:53  40.1   0.0   3.9  55.8   0.1    1  28472   9048    3    1   35  74.16 
10:07:53   4.2   0.0   1.3  94.0   0.5    1  22676   6990    2    2    2  34.75 
10:07:54   2.7   0.0   0.6  96.7   0.0    1  13208   4584    0    0    0  31.05 
10:07:54  31.5   0.0   7.4  60.9   0.2   17  20804   9822   60   43   25  81.54 
10:07:55  91.9   0.0   8.1   0.0   0.0   31  13064  13460    1    2    5 121.28 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:07:55  52.6   0.0   5.6  41.7   0.1    3  27022  19300   37    5   71  96.64 
10:07:56   7.8   0.0   1.0  91.1   0.1    1  23056   7134    3    0    0  49.26 
10:07:56  17.4   0.0   4.5  77.7   0.4   18  21616   7874   41   36    7  60.79 
10:07:57  93.5   0.0   6.5   0.0   0.0   30  11790  11756    1    0    0 122.03 
10:07:57  71.8   0.0   4.7  23.5   0.0    2  16582  10472    9    6   23 103.21 
10:07:58   8.9   0.0   1.9  88.8   0.4    2  26306   8440   41   10   27  56.05 
10:07:58   7.8   0.0   2.4  89.0   0.8    1  37186   9086    9    6   44  54.20 
10:07:59   4.7   0.0   1.3  94.0   0.0    3  12536   4624    0    0    0  24.46 
10:07:59   5.1   0.1   2.5  91.8   0.5    2  26394   7882   20    8   20  42.15 
10:08:00   2.5   0.0   1.1  96.3   0.0    3  13218   4700    0    0    0  34.65 
10:08:00   4.3   0.0   1.9  92.9   0.9    4  28122   7846    9    6    9  41.68 
10:08:01   2.8   0.0   1.3  95.5   0.4    1  21030   6680    1    1    5  37.49 
10:08:01  27.5   0.0   4.9  67.4   0.1   19  16098   7698   35   32    0  70.87 
10:08:02  91.9   0.0   8.1   0.0   0.0   20  12184  14012    2    0    1 120.50 
10:08:02  50.5   0.0   4.7  44.2   0.6    3  25102  10480   13    7   46  89.14 
10:08:03  10.9   0.0   2.1  86.9   0.1    3  33696   8400   84    5   50  61.88 
10:08:03   6.8   0.0   1.6  90.7   0.9    1  30858   8848    4    3   39  48.17 
10:08:04   4.7   0.0   1.1  94.1   0.0    1  15976   8264    0    0    0  38.31 
10:08:04   8.2   0.0   2.3  88.8   0.8    4  30376   9610   26   11   26  44.84 
10:08:05  80.8   0.0   9.7   9.4   0.1   33  14734  12168   35   32    0 118.80 
10:08:05  90.7   0.0   6.5   2.8   0.0   26  14272  13276    3    0    6 110.88 
10:08:06  68.4   0.0  11.4  20.0   0.1   29  19556  13950   36   32   33 105.44 
10:08:06  93.0   0.0   7.0   0.0   0.0   34  12508  11052    8    6    7 105.27 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:08:07  65.5   0.0   8.6  25.8   0.1   36  21434  19264   50   33   51 103.57 
10:08:07  91.4   0.0   8.5   0.1   0.0   33  19350  12784    1    0    0 102.73 
10:08:08  87.2   0.0   4.8   8.0   0.0    8  19180  13452   17    7   20 104.82 
10:08:08  12.0   0.0   2.5  84.3   1.1    2  35800  11480   26    9   55  64.38 
10:08:09   4.2   0.0   2.1  93.3   0.4    1  22516   7498   23    3   22  42.32 
10:08:09  13.0   0.0   1.6  85.1   0.3    5  18774   6904   34    6    3  44.75 
10:08:10   5.8   0.0   1.5  92.0   0.6    2  27524   9188   15   14   47  46.20 
10:08:10   4.1   0.0   1.0  94.5   0.4    5  20830   6538   14    8    7  39.11 
10:08:11  10.6   0.0   1.3  87.6   0.5    5  28694   9172    4    1   10  61.08 
10:08:11   9.5   0.0   1.3  89.1   0.1    2  15104   6478    1    0    0  45.35 
10:08:12   4.5   0.0   1.4  94.1   0.0    1  13454   5022    0    0    0  33.48 
10:08:12   9.4   0.0   1.0  89.4   0.1    2  15562  10340    7    4    9  49.31 
10:08:13   9.0   0.0   1.2  89.9   0.0    2  15160  11440    0    0    0  51.53 
10:08:13   8.0   0.0   1.3  90.1   0.6    2  16892  10494    0    0    0  48.18 
10:08:14   9.8   0.0   1.3  88.9   0.0    3  15024   9980    0    0    0  49.23 
10:08:14   9.1   0.0   1.4  88.9   0.6    2  17064   8304    6    4    6  55.61 
10:08:15  10.1   0.0   1.3  88.5   0.1    2  18690  11720   19    7   19  59.65 
10:08:15   8.0   0.0   1.1  90.2   0.6    2  17406  10960    1    0    0  54.90 
10:08:16   9.6   0.0   1.3  89.1   0.0    3  13970  11096    0    0    1  56.31 
10:08:16   8.3   0.0   1.4  89.7   0.6    4  17466  11312    6    4    6  55.84 
10:08:17  11.2   0.0   1.4  87.5   0.0    2  16426  11058    0    0    0  59.89 
10:08:17   9.2   0.0   1.3  89.1   0.4    2  17376   9864    2    0    2  56.33 
10:08:18  15.1   0.0   1.9  83.0   0.0    2  18904  13844    0    0    0  71.05 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:08:18   9.8   0.0   1.7  88.4   0.1    4  15320  10750    6    4    6  60.25 
10:08:19   9.7   0.0   1.4  88.9   0.0    2  15716  10822    0    0    0  58.96 
10:08:19   4.9   0.0   1.0  94.0   0.0    3  12294   5178    0    0    0  27.60 
10:08:20   4.8   0.0   1.9  93.3   0.0    2  19502   6290   19    7   19  33.61 
10:08:20   2.3   0.0   1.1  96.6   0.0    4  14032   4776    6    4    7  34.04 
10:08:21   3.3   0.0   1.5  95.2   0.0    1  15604   5026    0    0    1  34.38 
10:08:21   3.0   0.0   1.3  95.7   0.0    1  14926   4798    0    0    0  34.47 
10:08:22   3.7   0.0   1.4  94.9   0.0    1  13674   4670    0    0    0  29.13 
10:08:22   6.2   0.0   1.4  92.4   0.0    2  14926   5316    7    4    7  20.33 
10:08:23   5.6   0.0   1.5  92.8   0.0    4  15856   5466    0    0    0  28.39 
10:08:23   4.1   0.0   1.1  94.8   0.0    2  18470   5736    1    0    0  36.12 
10:08:24   3.3   0.0   0.9  95.8   0.0    1  19638   5998    0    0    1  37.41 
10:08:24   4.6   0.0   1.5  93.9   0.0    1  17784   6282    6    4    7  44.32 
10:08:25   6.5   0.0   1.4  92.1   0.0    1  22758   7506   21    7   20  47.92 
10:08:25   6.3   0.0   1.5  92.2   0.0    2  17938   5694    0    0    1  29.18 
10:08:26   5.4   0.0   1.4  93.2   0.0    2  16662   5528    1    0    1  26.48 
10:08:26   7.6   0.0   1.3  91.2   0.0    3  14796   5350    6    4    6  20.99 
10:08:27   6.4   0.0   1.7  91.9   0.0    1  16034   5446    0    0    0  16.89 
10:08:27   5.4   0.0   1.0  93.6   0.0    1  18254   5716    1    0    1  23.25 
10:08:28   4.2   0.0   1.3  94.4   0.1    4  21382   6126    0    0    0  42.87 
10:08:28   3.3   0.0   1.3  95.4   0.0    1  19232   5774    6    4    6  39.93 
10:08:29  12.2   0.0   1.3  86.5   0.0    3  32428   7018    2    0    0  60.41 
10:08:29  10.3   0.0   1.5  88.2   0.0    2  25162   7368    1    0    0  56.24 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:08:30   6.4   0.0   1.5  92.0   0.0    4  18478   6444   19    7   19  29.53 
10:08:30   6.8   0.0   1.0  92.2   0.0    2  13130   4990    6    4    6  18.04 
10:08:31   5.7   0.0   0.8  93.5   0.0    3  16818   5280    0    0    0  31.22 
10:08:31   4.2   0.0   0.8  95.1   0.0    1  12634   4496    0    0    0  25.20 
10:08:32   5.6   0.0   1.5  92.9   0.0    3  14688   5112    1    0    0  22.17 
10:08:32   2.8   0.0   0.8  96.4   0.0    3  13614   4404    6    4    7  31.47 
10:08:33   3.7   0.0   1.6  94.6   0.1    3  15724   4882    0    0    1  39.82 
10:08:33   6.6   0.0   1.0  92.4   0.0    1  14130   4768    0    0    0  20.94 
10:08:34   7.6   0.0   1.4  91.0   0.0    3  15536   5250    1    0    1  18.55 
10:08:34   5.2   0.0   1.1  93.6   0.0    2  16364   5278    6    4    6  25.93 
10:08:35   7.2   0.0   1.5  91.3   0.0    2  16656   5640   15    3    3  21.31 
10:08:35   3.5   0.0   1.4  95.1   0.0    1  15290   5440    4    4   17  31.15 
10:08:36   8.2   0.0   1.8  90.0   0.0    2  14578   5194    0    0    0  15.98 
10:08:36   7.1   0.0   1.6  91.3   0.0    2  13590   4864    6    4    6  20.68 
10:08:37   5.5   0.0   1.4  93.1   0.0    3  17864   5494    0    0    1  28.87 
10:08:37   8.5   0.0   1.3  90.3   0.0    4  18022   9188    0    0    0  30.94 
10:08:38   5.0   0.0   0.8  94.2   0.0    1  16816   5716    1    0    0  35.75 
10:08:38   3.2   0.0   1.1  95.7   0.0    1  14170   5134    6    4    6  34.37 
10:08:39   3.3   0.0   1.4  95.3   0.0    2  17824   5558    0    0    1  39.54 
10:08:39   8.6   0.0   2.0  89.4   0.0    1  19212   7620    1    0    0  46.39 
10:08:40   3.0   0.0   1.0  95.9   0.0    5  14170   5004    0    0    0  35.71 
10:08:40   4.3   0.0   1.5  94.1   0.1    2  18626   6574   25   11   25  37.38 
10:08:41   3.0   0.0   0.9  96.1   0.0    4  18318   5614    0    0    0  35.24 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:08:41   4.1   0.0   0.9  95.1   0.0    2  18542   5518    0    0    0  33.60 
10:08:42   3.3   0.0   0.8  95.9   0.0    1  14822   4878    0    0    0  35.44 
10:08:42   5.6   0.0   0.9  93.5   0.0    1  12764   4648    6    4    6  21.24 
10:08:43   4.8   0.0   0.9  94.3   0.0    1  15450   5034    0    0    0  25.73 
10:08:43   5.1   0.0   1.0  93.9   0.0    2  13006   4500    0    0    0  23.03 
10:08:44   5.3   0.0   1.3  93.4   0.0    3  18758   5438    3    0    0  34.19 
10:08:44   3.1   0.0   1.3  95.6   0.0    1  17390   5344    7    4    7  34.59 
10:08:45   2.7   0.0   1.0  96.3   0.0    1  17724   5266    0    0    1  35.16 
10:08:45   5.5   0.1   1.4  93.0   0.0    2  17820   6098   19    7   19  28.64 
10:08:46   6.7   0.0   1.5  91.7   0.0    2  14702   5288    0    0    0  16.52 
10:08:46   7.3   0.0   1.6  91.0   0.0    1  14104   5418    6    4    6  16.96 
10:08:47   5.8   0.0   1.8  92.4   0.0    1  13858   5018    0    0    0  19.39 
10:08:47   6.9   0.0   2.1  91.0   0.0    3  17582   5856    0    0    0  31.77 
10:08:48   4.3   0.0   0.8  94.9   0.0    2  13558   4888    0    0    1  25.34 
10:08:48   7.0   0.0   1.5  91.4   0.1    3  14014   5220    7    4    6  17.98 
10:08:49   3.1   0.0   0.8  96.2   0.0    5  18926   5860    0    0    3  33.77 
10:08:49   5.6   0.0   0.8  93.7   0.0    1  16712   5374    1    0    0  30.18 
10:08:50   3.9   0.0   0.8  95.3   0.0    3  16748   5254    1    0    0  34.31 
10:08:50   4.1   0.0   1.4  94.6   0.0    4  17464   6028   25   11   25  32.78 
10:08:51   7.5   0.0   1.4  91.1   0.0    3  14712   5144    0    0    0  17.78 
10:08:51   6.4   0.0   1.6  91.9   0.0    1  15870   5016    0    0    0  24.86 
10:08:52   8.9   0.0   1.0  90.1   0.0    1  21618   6808    0    0    0  53.33 
10:08:52   4.6   0.0   1.0  94.4   0.0    1  11972   4458    6    4    6  22.48 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:08:53   7.0   0.0   1.3  91.8   0.0    1  14388   5262    1    0    0  19.61 
10:08:53   2.3   0.0   0.6  97.1   0.0    1  14900   4788    0    0    1  31.42 
10:08:54   5.0   0.0   0.8  94.2   0.0    3  18740   5818    0    0    0  25.85 
10:08:54   6.1   0.0   1.5  92.4   0.0    1  16128   5314    6    4    6  24.95 
10:08:55   7.5   0.0   1.4  91.1   0.0    1  15760   5468    0    0    1  15.87 
10:08:55   8.5   0.0   1.5  90.0   0.0    1  19906   6324   19    7   19  30.40 
10:08:56   5.1   0.0   1.6  93.3   0.0    1  17834   5838    1    0    0  31.07 
10:08:56   2.7   0.0   0.3  97.1   0.0    1  14892   4912    6    4    6  33.81 
