Running for 2500.0 seconds (5000 samples at 0.5 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:01:25   5.6   0.0   1.0  93.4   0.0    1  17508   5828    0    0    0  25.18 
10:01:25   2.9   0.0   1.0  96.1   0.0    3  14848   4894    3    2    3  31.88 
10:01:26   4.7   0.0   2.0  93.2   0.1    2  21900   7078   23    9   22  41.30 
10:01:26   4.2   0.0   1.5  94.3   0.0    1  21216   6070    1    0    1  40.96 
10:01:27   4.8   0.0   0.9  94.3   0.0    2  17374   5572    0    0    0  39.90 
10:01:27   5.3   0.0   1.3  93.4   0.0    3  17292   5778    3    2    3  35.10 
10:01:28   5.6   0.0   1.1  93.3   0.0    1  19298   6156    3    2    3  39.50 
10:01:28   3.6   0.0   0.8  95.6   0.0    1  16328   5254    0    0    0  33.13 
10:01:29   3.6   0.0   0.6  95.7   0.0    2  14736   4944    0    0    0  32.21 
10:01:29   3.9   0.0   0.5  95.6   0.0    1  14386   4628    3    2    3  32.79 
10:01:30   4.0   0.0   1.0  95.0   0.0    1  16028   5368    3    2    3  34.62 
10:01:30   2.9   0.0   0.9  96.2   0.0    2  15602   5296    0    0    0  32.51 
10:01:31   4.7   0.0   1.3  94.0   0.0    2  22398   7038   23    7   20  42.05 
10:01:31   4.2   0.0   0.9  94.9   0.0    1  17612   5414    4    2    4  36.73 
10:01:32   3.3   0.0   0.6  96.1   0.0    1  18974   5762    3    2    3  35.32 
10:01:32   3.3   0.0   0.4  96.3   0.0    1  14984   4708    0    0    0  33.64 
10:01:33   5.6   0.0   1.1  93.3   0.0    1  15702   5228    0    0    0  23.08 
10:01:33   3.6   0.0   1.3  95.2   0.0    1  17680   5418    3    2    3  30.34 
10:01:34   6.4   0.0   1.5  92.1   0.0    2  15680   6116    7    2    3  29.90 
10:01:34  12.6   0.0   1.3  86.2   0.0    1  15652   8844    0    0    0  47.21 
10:01:35   3.3   0.0   0.9  95.8   0.0    1  13370   4644    1    0    0  32.39 
10:01:35   3.9   0.0   1.1  95.0   0.0    1  13776   4750    6    2    5  30.72 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:01:36   4.7   0.1   1.5  93.6   0.1    2  17726   6298   23    9   25  38.40 
10:01:36   8.9   0.0   2.9  87.7   0.5    2  32308   8880    8    2    7  48.26 
10:01:37  37.4   0.0   6.7  54.7   1.1   28  41684  14486   37   34    3  98.16 
10:01:37  91.5   0.0   8.5   0.0   0.0   29  14174  12128    5    2    3 117.76 
10:01:38  75.3   0.0   6.2  18.4   0.1    2  27106  12480   10    2   39 103.86 
10:01:38   4.7   0.0   1.0  94.1   0.1    3  14556   5316    1    1    1  27.52 
10:01:39   5.9   0.0   1.1  92.4   0.5    1  22170   7216    2    2    2  31.75 
10:01:39   6.3   0.0   2.2  91.5   0.0    2  12476   4620    3    2    3  14.62 
10:01:40  73.7   0.0  11.2  15.0   0.1   20  15440  11048   39   34    3 124.41 
10:01:40  81.7   0.0   6.8  11.6   0.0    3  16226  14640   25    5   38 112.54 
10:01:41   9.3   0.0   3.5  86.9   0.3    1  28500  19430   60   12   83  59.81 
10:01:41   5.3   0.0   1.3  93.5   0.0    1  14488   4940    3    2    4  28.16 
10:01:42  60.4   0.0   9.8  29.5   0.4   22  20116  12304   38   34    3 107.68 
10:01:42  93.4   0.0   6.5   0.1   0.0   19  12980  11206   11    3    3 118.15 
10:01:43  20.7   0.0   4.2  74.8   0.3    2  21740  10152   43   19   84  79.06 
10:01:43   9.4   0.0   2.0  88.2   0.4    1  35890   7890   40    7   40  57.98 
10:01:44   4.6   0.0   1.5  93.4   0.5    1  23772   7508    5    3    5  42.43 
10:01:44   6.2   0.0   1.5  92.2   0.0    1  13546   5078    1    0    0  20.96 
10:01:45   4.3   0.0   1.0  94.0   0.6    1  23612   7582    2    1    2  36.77 
10:01:45   4.6   0.0   1.4  94.0   0.0    4  13012   4766    3    2    4  24.54 
10:01:46   7.6   0.0   2.0  89.2   1.1    4  39402  11282   25   12   21  49.91 
10:01:46   5.3   0.0   1.8  92.9   0.0    3  16276   5428    3    0    6  31.54 
10:01:47  69.6   0.0   9.3  21.0   0.1   24  16010  11834   35   32    0 110.99 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:01:47  91.8   0.0   7.0   1.1   0.0   12  13868  11302    5    1    8 112.69 
10:01:48  14.2   0.0   5.0  80.1   0.8    2  32072  10880   37   19   49  72.22 
10:01:48  12.8   0.0   2.2  84.9   0.1    2  49028   8676   52    4   72  67.80 
10:01:49   6.3   0.0   1.5  91.8   0.4    4  24070   7474    1    1    3  47.12 
10:01:49   5.1   0.0   0.9  94.0   0.0    1  17408   5860    0    0    0  35.27 
10:01:50   3.7   0.0   1.2  94.8   0.4    1  26414   7812    9    6    8  34.99 
10:01:50   3.2   0.0   1.0  95.8   0.0    1  18650   5712    0    0    0  35.82 
10:01:51  37.3   0.0   7.1  54.8   0.8   30  32044  11834   35   32    0  83.09 
10:01:51  90.7   0.0   9.3   0.0   0.0   31  23018  16332   23    9   24 114.97 
10:01:52  84.6   0.0   7.2   8.2   0.0   10  25854  14462    8    4   15 114.25 
10:01:52  66.1   0.0  10.5  23.3   0.1   25  23816  13584   35   32   26 109.79 
10:01:53  93.6   0.0   6.4   0.0   0.0   27  16734  12260    2    0    2 109.50 
10:01:53  62.5   0.0   9.1  28.2   0.1   32  23470  18664   49   35   49  99.94 
10:01:54  92.3   0.0   7.7   0.0   0.0   21  16026  13334    6    4    6 102.53 
10:01:54  69.4   0.0   5.4  25.2   0.0    2  18508  12160   35   12   49 100.94 
10:01:55   8.6   0.0   2.4  87.6   1.4    3  45090  11978   17    2   22  61.36 
10:01:55   3.3   0.0   0.9  95.5   0.3    2  17032   5730    5    1   21  36.49 
10:01:56  12.6   0.0   1.8  84.9   0.6    1  29068   9446   34   17   36  56.98 
10:01:56   3.5   0.0   1.3  95.2   0.0    3  17844   6378   19    7   20  38.32 
10:01:57   7.9   0.0   1.3  90.2   0.6    3  27834   8192   10    5   19  52.49 
10:01:57   4.9   0.0   1.4  93.3   0.4    2  20726   6604    0    0    0  41.68 
10:01:58   8.9   0.0   1.5  89.5   0.0    4  16216   6676    6    4    6  31.69 
10:01:58   6.7   0.0   1.1  92.1   0.0    1  13262   4812    1    0    0  21.85 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:01:59   5.3   0.0   1.5  93.0   0.1    2  14414   5052    0    0    0  25.06 
10:01:59   8.9   0.0   1.3  89.9   0.0    2  13608   8124    0    0    0  54.70 
10:02:00   8.8   0.0   0.9  90.1   0.1    1  15058  12628    6    4    8  55.41 
10:02:00   9.0   0.0   1.1  89.3   0.5    2  16648   8888    0    0    0  50.76 
10:02:01   8.9   0.0   1.4  89.6   0.1    2  14504   8734    0    0    2  46.40 
10:02:01   8.5   0.0   1.1  89.7   0.6    3  18058   8850   15    3    2  49.57 
10:02:02  12.8   0.0   1.4  85.7   0.1    3  21372  12350   15    8   24  60.96 
10:02:02  12.5   0.0   1.1  85.9   0.5    2  18412  10220    0    0    1  56.23 
10:02:03  10.2   0.0   0.8  88.9   0.1    2  15768   9640    1    0    0  52.19 
10:02:03   9.2   0.0   1.1  89.3   0.4    2  18780   9380    0    0    0  50.13 
10:02:04  11.8   0.0   0.5  87.6   0.1    2  21050  11754    6    4    6  56.17 
10:02:04   9.2   0.0   1.0  89.8   0.0    2  16502   9024    0    0    0  50.96 
10:02:05   9.8   0.0   1.0  89.2   0.0    1  19526   9410    0    0    1  51.47 
10:02:05   6.2   0.0   1.8  92.1   0.0   12  17018   5778    0    0    0  22.07 
10:02:06   6.0   0.0   1.3  92.7   0.0    3  18686   5982    7    4    6  26.99 
10:02:06   4.5   0.0   1.4  94.1   0.0    2  17112   5674    0    0    1  23.45 
10:02:07   6.6   0.0   2.0  91.2   0.1    2  21500   7026   21    7   26  26.01 
10:02:07   4.7   0.0   1.3  94.0   0.0    3  15376   5356    0    0    0  27.00 
10:02:08   6.9   0.0   1.2  91.9   0.0    3  16334   5578    7    4    6  21.09 
10:02:08   9.6   0.0   1.5  88.9   0.0    2  14692   8956    1    0    0  50.24 
10:02:09   8.6   0.0   2.4  89.0   0.0    1  16198   9254    0    0    0  50.67 
10:02:09   5.6   0.0   2.3  92.1   0.0    3  14590   5784    0    0    0  19.44 
10:02:10   4.9   0.0   1.7  93.4   0.0    1  16520   5474    6    4    6  19.87 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:02:10   5.5   0.0   2.4  92.1   0.0    1  19260   6248    0    0    0  25.84 
10:02:11   8.0   0.0   1.8  90.2   0.0    3  18914   5856    0    0    0  17.79 
10:02:11   7.8   0.0   1.9  90.3   0.0    2  17910   6052    0    0    0  18.03 
10:02:12   4.5   0.0   3.8  91.8   0.0    1  24248   7384   26   11   27  35.54 
10:02:12   3.6   0.0   3.1  93.3   0.0    2  20150   6080    0    0    0  37.14 
10:02:13   7.6   0.0   2.5  89.9   0.0    1  15370   5058    0    0    0  16.19 
10:02:13   8.5   0.0   3.8  87.6   0.1    3  22986   6594    1    0    0  39.69 
10:02:14  12.0   0.0   3.7  84.2   0.0    1  31872   7748    7    4    6  62.17 
10:02:14   8.9   0.0   2.7  88.4   0.0    1  19194   6090    0    0    0  28.27 
10:02:15   4.5   0.0   3.0  92.4   0.0    1  18446   5652    0    0    0  26.18 
10:02:15   3.5   0.0   2.8  93.7   0.0    3  17708   5498    1    0    0  34.36 
10:02:16   3.3   0.0   3.6  93.1   0.0    1  15178   5168    6    4    7  34.61 
10:02:16   2.9   0.0   3.8  93.3   0.0    3  13434   4806    0    0    0  32.03 
10:02:17   4.6   0.0   3.6  91.8   0.0    2  18750   6228   19    7   20  39.29 
10:02:17   6.7   0.0   2.9  90.3   0.1    3  13510   5420    1    0    0  14.87 
10:02:18   5.6   0.0   3.9  90.3   0.1    5  15704   5498    6    4    6  22.69 
10:02:18   6.4   0.0   2.8  90.9   0.0    1  13654   5062    0    0    0  16.06 
10:02:19   6.2   0.0   3.5  90.2   0.0    1  15826   5480    1    0    2  21.89 
10:02:19   5.8   0.0   3.0  91.2   0.0    4  16514   5350    0    0    0  23.23 
10:02:20   3.9   0.0   1.8  94.3   0.0    1  17434   5474    7    4    6  36.38 
10:02:20   4.6   0.0   3.5  91.9   0.0    3  13898   5052    0    0    0  25.42 
10:02:21   6.6   0.0   4.2  89.2   0.0    1  14350   5170    0    0    1  18.59 
10:02:21   4.6   0.0   2.4  93.0   0.0    1  12836   4710    0    0    0  24.46 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:02:22   5.7   0.1   3.2  91.0   0.0    2  22242   9034   25   11   27  33.78 
10:02:22   5.2   0.0   1.3  93.6   0.0    1  18708   7984    1    0    0  38.50 
10:02:23   5.5   0.0   2.4  92.1   0.0    1  15442   5242    0    0    0  22.50 
10:02:23   4.7   0.0   1.0  94.3   0.0    3  14650   5528    0    0    0  29.38 
10:02:24   6.6   0.0   1.1  92.3   0.0    1  22230   6940    7    4    7  44.79 
10:02:24   3.4   0.0   0.8  95.8   0.0    1  17910   5692    0    0    0  34.52 
10:02:25   4.2   0.0   1.0  94.8   0.0    3  19450   5626    1    0    0  37.82 
10:02:25   3.4   0.0   1.0  95.6   0.0    2  17318   5162    0    0    0  34.02 
10:02:26   9.6   0.0   1.5  88.9   0.0    1  26338   7082    7    4    6  55.13 
10:02:26   3.7   0.0   0.6  95.7   0.0    2  18338   5632    0    0    1  35.17 
10:02:27   3.7   0.0   0.6  95.7   0.0    3  18004   5436   15    3    2  36.18 
10:02:27   6.4   0.0   1.5  92.0   0.1    2  18998   6428    4    4   17  34.79 
10:02:28   5.6   0.0   1.8  92.7   0.0    3  15834   5370    6    4    6  25.27 
10:02:28   7.5   0.0   2.0  90.5   0.0    1  17532   6308    0    0    0  20.92 
10:02:29   4.3   0.0   1.4  94.3   0.0    1  16390   5080    0    0    0  30.86 
10:02:29   5.2   0.0   1.2  93.5   0.0    1  16750   5426    1    0    0  37.58 
10:02:30   3.5   0.0   0.9  95.6   0.0    2  15822   5090    6    4    7  35.45 
10:02:30   8.4   0.0   1.9  89.7   0.0    1  17806   6750    0    0    0  22.40 
10:02:31   6.9   0.0   1.7  91.4   0.0    1  19938   6260    0    0    0  27.61 
10:02:31   5.5   0.0   1.0  93.5   0.0    2  15606   5278    0    0    0  24.08 
10:02:32   7.4   0.0   1.3  91.3   0.0    1  16674   5676    6    4    6  19.52 
10:02:32   3.9   0.0   0.8  95.3   0.0    1  19004   6550   19    7   20  35.41 
10:02:33   4.8   0.0   1.1  94.0   0.0    3  15840   4918    0    0    0  28.71 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:02:33   5.2   0.0   1.0  93.8   0.0    1  14638   5214    0    0    0  19.97 
10:02:34   4.8   0.0   1.0  94.2   0.0    1  18956   5604    7    4    6  38.81 
10:02:34   3.2   0.0   0.9  96.0   0.0    1  15706   5112    0    0    0  33.61 
10:02:35   5.2   0.0   1.4  93.5   0.0    2  16146   5224    0    0    0  33.62 
10:02:35   6.6   0.0   1.3  92.1   0.0    2  13772   5146    0    0    0  14.97 
10:02:36   9.1   0.0   1.9  88.9   0.0    2  19184   6846    6    4    6  23.14 
10:02:36   7.7   0.0   1.9  90.5   0.0    3  13796   5214    0    0    0  15.30 
10:02:37   5.7   0.0   1.7  92.6   0.0    1  17390   5372    0    0    1  31.20 
10:02:37   4.3   0.0   1.4  94.2   0.1    2  21810   6946   19    7   19  37.54 
10:02:38   3.9   0.0   1.1  95.0   0.0    2  17388   5442    6    4    7  35.13 
10:02:38   6.5   0.0   1.7  91.8   0.0    2  18830   6024    0    0    0  21.51 
10:02:39   4.4   0.0   1.3  94.3   0.0    1  18600   5598    0    0    1  34.81 
10:02:39   3.3   0.0   0.6  96.1   0.0    2  14094   4692    0    0    0  30.67 
10:02:40   3.9   0.0   0.8  95.3   0.0    1  16076   5248    6    4    8  35.00 
10:02:40   4.0   0.0   1.0  95.0   0.0    1  17928   5746    0    0    0  36.05 
10:02:41   3.4   0.0   0.5  96.1   0.0    2  18310   5260    1    0    1  34.81 
10:02:41   3.2   0.0   0.5  96.3   0.0    1  17308   5484    0    0    2  32.77 
10:02:42   4.0   0.0   0.5  95.5   0.0    1  16894   5108    6    4    6  34.88 
10:02:42   3.8   0.0   1.6  94.6   0.0    1  17964   6044   19    7   19  36.73 
10:02:43   7.0   0.0   1.4  91.5   0.1    3  14876   5158    0    0    0  21.15 
10:02:43   7.5   0.0   1.7  90.8   0.0    3  16148   5424    3    0    0  15.07 
10:02:44   6.5   0.0   1.1  92.4   0.0    1  21050   6000    8    4    8  31.46 
10:02:44   4.8   0.0   1.3  93.9   0.0    1  16606   5422    0    0    0  42.33 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:02:45   4.5   0.0   0.9  94.6   0.0    2  17558   5454    0    0    0  38.13 
10:02:45   8.4   0.0   1.6  89.9   0.0    3  18728   6006    0    0    0  31.60 
10:02:46   7.5   0.0   1.0  91.4   0.0    4  16090   5700    6    4    6  16.52 
10:02:46   6.2   0.0   1.5  92.3   0.0    1  14504   5214    0    0    0  19.40 
10:02:47   6.7   0.0   1.5  91.8   0.0    1  15098   5112    1    0    0  25.78 
10:02:47   7.1   0.0   1.9  91.0   0.0    2  18180   6612   20    7   20  25.71 
10:02:48   3.7   0.0   1.0  95.3   0.0    3  17070   5556    6    4    6  35.74 
10:02:48   5.9   0.0   1.6  92.4   0.0    1  19080   6156    0    0    0  34.40 
10:02:49   3.8   0.0   0.6  95.6   0.0    1  19710   6108    1    0    2  36.01 
10:02:49   4.6   0.0   0.9  94.5   0.0    1  15814   5180    0    0    0  26.32 
10:02:50   4.4   0.0   0.9  94.7   0.0    1  17548   5456    6    4    6  33.12 
10:02:50   4.9   0.0   1.1  93.8   0.1    2  19622   5902    6    2    4  40.47 
10:02:51  11.0   0.0   3.6  83.9   1.5   21  45312  12110   37   34    4  59.88 
10:02:51  91.8   0.0   8.2   0.0   0.0   29  16384  14456    0    0    0 126.91 
10:02:52  84.2   0.0   6.3   9.5   0.0    7  17678  12012   13    4   17 113.59 
10:02:52  11.4   0.0   2.9  85.5   0.2    2  26344   8310   17    4   28  53.93 
10:02:53   4.2   0.0   1.3  94.0   0.5    1  25160   7892    7    6   19  39.59 
10:02:53   5.1   0.0   1.5  93.4   0.0    1  13606   4848    0    0    1  28.52 
10:02:54  45.3   0.0   7.6  46.9   0.1   32  18758  10340   41   36    7  88.07 
10:02:54  92.0   0.0   8.0   0.0   0.0   28  15730  13142    0    0    3 115.22 
10:02:55  42.3   0.0   4.8  52.6   0.3    3  23570  25710   39    7   73  91.32 
10:02:55   4.0   0.0   0.8  95.2   0.0    3  12658   4704    0    0    0  26.38 
10:02:56  34.1   0.0   6.6  58.9   0.4   20  22584  10402   42   36    6  71.68 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:02:56  92.6   0.0   7.4   0.0   0.0   25  12290  11658    3    0    0 119.30 
10:02:57  48.5   0.0   4.2  47.2   0.1    3  21662  10976   10    8   24  89.34 
10:02:57  10.1   0.0   2.7  87.0   0.3    4  37674   8826   39    8   27  63.23 
10:02:58   7.1   0.0   2.4  89.7   0.8    2  37820  10552   29   13   63  55.17 
10:02:58   6.0   0.0   1.1  92.9   0.0    2  13628   4902    0    0    0  20.74 
10:02:59   7.6   0.0   1.6  90.3   0.5    1  24128   7302    2    1    1  31.90 
10:02:59   2.4   0.0   0.8  96.7   0.1    1  13426   4630    0    0    1  32.47 
10:03:00   5.4   0.0   2.0  91.6   0.9    1  33650   9438    8    6    9  45.63 
10:03:00   3.4   0.0   1.3  95.1   0.3    2  17800   5996    1    1    1  36.97 
10:03:01  40.1   0.0   6.6  53.2   0.1   20  20900  10214   35   32    1  86.59 
10:03:01  93.0   0.0   6.9   0.1   0.0   19  15786  12814    2    0    2 116.47 
10:03:02  48.4   0.0   3.7  47.3   0.6    2  29866  11142   13    7   45  87.24 
10:03:02  10.7   0.0   1.5  87.6   0.1    3  37560   8660   84    5   50  62.11 
10:03:03   6.4   0.1   1.4  91.4   0.8    1  34830  10004   23   10   59  48.83 
10:03:03   5.5   0.0   1.1  93.3   0.0    3  14232   6244    0    0    0  31.32 
10:03:04  15.4   0.0   4.6  79.2   0.8   17  32240  11612   43   36    7  55.19 
10:03:04  88.9   0.0  11.1   0.0   0.0   32  15984  15846    0    0    0 123.33 
10:03:05  89.7   0.0   6.2   4.1   0.0   16  18096  13742    3    0   12 107.50 
10:03:05  69.4   0.0   9.9  20.5   0.1   30  21804  13380   35   32   27 104.38 
10:03:06  93.0   0.0   6.9   0.1   0.0   30  16638  13648   16    7    8 106.86 
10:03:06  64.4   0.0   9.3  26.2   0.1   20  23124  18180   38   32   44 102.00 
10:03:07  91.5   0.0   8.5   0.0   0.0   26  11968  15052    0    0    0 109.20 
10:03:07  72.6   0.0   4.8  22.5   0.1    4  14980  11106   45   12   57  98.02 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:03:08   9.5   0.0   4.2  84.9   1.4    5  52014  13824   47   13   67  65.35 
10:03:08   5.8   0.0   0.6  93.4   0.1    1  15830   5672    2    1    2  24.19 
10:03:09  13.3   0.0   2.4  84.1   0.3    2  22744   7832   25   10   26  51.38 
10:03:09   5.2   0.0   1.3  93.1   0.4    3  20086   6852    3    3    3  34.89 
10:03:10  11.0   0.0   3.0  85.6   0.4    2  24572   8326   13    8    8  59.84 
10:03:10   7.4   0.0   1.1  90.9   0.5    2  28302   8490    2    1    8  52.57 
10:03:11   8.6   0.0   1.0  90.4   0.0    3  23216   7144    1    0    1  51.47 
10:03:11   9.2   0.0   0.8  90.0   0.0    1  13748   5818    0    0    0  37.52 
10:03:12   7.9   0.0   1.3  90.7   0.1    3  13870   5460    7    4    6  17.55 
10:03:12   9.1   0.0   0.5  90.4   0.0    2  12862   9778    0    0    0  50.27 
10:03:13  10.8   0.1   1.4  87.6   0.0    2  18376  12274   19    7   20  55.85 
10:03:13   9.0   0.0   0.9  89.5   0.6    2  16366  11384    0    0    0  50.37 
10:03:14   9.4   0.0   0.4  90.1   0.1    2  14634  10718    6    4    7  50.94 
10:03:14   8.2   0.0   1.4  89.7   0.6    2  16572   9946    0    0    0  51.17 
10:03:15  10.1   0.0   0.8  89.2   0.0    3  13954  10698    0    0    1  50.29 
10:03:15   8.2   0.0   1.3  89.9   0.6    2  16182  10718    0    0    0  50.31 
10:03:16   9.6   0.0   0.9  89.5   0.0    6  15376  10940    6    4    6  52.17 
10:03:16  14.0   0.0   1.6  83.8   0.6    2  21862  15070    1    0    0  69.87 
10:03:17   9.6   0.0   1.3  89.1   0.0    3  14850  10386    0    0    0  54.90 
10:03:17   8.8   0.0   0.3  90.8   0.1    5  17816  10492    1    0    0  53.80 
10:03:18   9.1   0.0   0.8  90.0   0.1    7  18554  10674   21    7    8  56.76 
10:03:18   9.5   0.0   0.8  89.7   0.0    2  17208  11976    4    4   17  55.31 
10:03:19   8.8   0.0   0.5  90.7   0.0    1  14472  10966    0    0    0  53.71 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:03:19   4.5   0.0   1.4  94.1   0.0    2  13146   4666    0    0    0  33.93 
10:03:20   6.2   0.0   1.4  92.3   0.0    3  16194   5792    8    4    6  33.36 
10:03:20   4.1   0.0   1.1  94.7   0.1    2  15974   5802    0    0    0  33.65 
10:03:21   2.5   0.0   0.9  96.6   0.0    2  19180   5820    0    0    2  35.66 
10:03:21   3.8   0.0   0.8  95.4   0.0    1  16496   5258    0    0    1  32.75 
10:03:22   8.9   0.0   1.5  89.6   0.0    4  19846   6466    6    4    6  19.46 
10:03:22   4.1   0.0   0.8  95.1   0.0    1  19858   5946    1    0    0  31.90 
10:03:23   4.0   0.0   1.3  94.7   0.0    2  18434   5816    0    0    0  36.82 
10:03:23   4.9   0.0   2.0  93.1   0.0    1  17312   6154   19    7   19  33.38 
10:03:24   4.1   0.0   1.0  94.9   0.0    1  14344   4926    6    4    8  23.84 
10:03:24   7.2   0.0   1.6  91.2   0.0    3  13900   4960    0    0    0  23.88 
10:03:25  14.0   0.0   2.8  83.2   0.0    1  33734   8346    2    0    1  68.70 
10:03:25   5.6   0.0   1.0  93.4   0.0    1  22500   6116    0    0    0  45.95 
10:03:26   2.7   0.0   0.8  96.4   0.1    1  19934   6096   10    4    8  36.51 
10:03:26   3.4   0.0   0.4  96.2   0.0    2  18370   5646    0    0    1  36.57 
10:03:27   3.3   0.0   0.5  96.2   0.0    2  16466   5282    0    0    0  33.13 
10:03:27   3.8   0.0   1.0  95.2   0.0    6  12310   4188    0    0    1  27.83 
10:03:28   4.0   0.0   1.0  94.9   0.0    2  15318   5082    6    4    6  32.44 
10:03:28   4.6   0.0   1.0  94.4   0.0    2  18772   6174   20    7   19  35.97 
10:03:29   4.8   0.0   1.3  93.9   0.0    1  15266   5224    0    0    0  28.48 
10:03:29   5.0   0.0   1.5  93.5   0.0    2  13236   4570    0    0    0  27.49 
10:03:30   7.4   0.0   2.0  90.6   0.0    1  14876   5260    7    4    7  20.49 
10:03:30   6.0   0.0   1.8  92.1   0.1    1  17444   5860    0    0    1  25.61 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:03:31   7.3   0.0   1.4  91.3   0.0   13  18084   5768    1    0    1  25.04 
10:03:31   6.0   0.0   1.3  92.7   0.0    1  14322   4882    0    0    0  22.34 
10:03:32   7.9   0.0   0.9  91.2   0.0    1  14764   5560    6    4    7  18.45 
10:03:32   6.7   0.0   1.0  92.3   0.0    1  14702   5188    0    0    0  15.53 
10:03:33   8.4   0.0   1.5  90.0   0.0    2  14628   5372    0    0    0  15.28 
10:03:33   7.3   0.1   2.0  90.4   0.1    1  19468   6546   19    7   19  31.94 
10:03:34   6.7   0.0   1.8  91.5   0.0    1  17794   5744    6    4    7  23.56 
10:03:34   3.9   0.0   0.6  95.4   0.0    1  14950   4744    0    0    0  29.95 
10:03:35   9.5   0.0   1.6  88.9   0.0    4  17250   5978    1    0    0  29.50 
10:03:35   5.0   0.0   0.8  94.2   0.0    1  18974   7896    0    0    1  38.55 
10:03:36   3.8   0.0   0.8  95.4   0.0    3  17742   6030    6    4    6  35.45 
10:03:36   2.9   0.0   1.0  96.0   0.0    2  19434   5816    0    0    0  38.01 
10:03:37   7.6   0.0   1.2  91.3   0.0    3  19568   6268    0    0    0  31.45 
10:03:37   7.5   0.0   0.9  91.6   0.0    2  23696   6296    1    0    0  50.84 
10:03:38   3.4   0.0   0.6  95.9   0.0    3  19402   5900    6    4    7  36.76 
10:03:38   3.0   0.0   1.3  95.7   0.0    1  17864   5596   19    7   19  35.52 
10:03:39   5.1   0.0   0.6  94.3   0.0    1  17078   6826    0    0    0  38.50 
10:03:39   6.1   0.0   1.1  92.7   0.0    2  15776   5060    0    0    0  22.07 
10:03:40   3.9   0.0   1.4  94.7   0.0    1  18354   5842    6    4    6  37.28 
10:03:40   2.7   0.0   0.8  96.6   0.0    1  15822   4964    0    0    0  33.21 
10:03:41   3.3   0.0   0.9  95.8   0.0    1  16320   5188    0    0    0  35.27 
10:03:41   2.7   0.0   0.8  96.6   0.0    1  16368   4982    0    0    0  34.08 
10:03:42   3.7   0.0   0.6  95.7   0.0    1  17186   5306    6    4    6  35.60 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
10:03:42   3.5   0.0   0.9  95.6   0.0    2  17198   5634    0    0    0  36.16 
10:03:43   3.3   0.0   1.1  95.4   0.1    1  18926   5534    0    0    0  37.94 
10:03:43   3.8   0.0   0.8  95.4   0.0    2  19346   5884    1    0    0  37.35 
10:03:44   5.4   0.1   1.5  93.0   0.0    1  22974   7494   24   11   25  38.76 
10:03:44   3.8   0.0   0.8  95.4   0.0    1  16784   5288    1    0    0  31.10 
10:03:45   2.2   0.0   0.5  97.3   0.0    1  17524   5356    0    0    1  33.66 
10:03:45   4.2   0.0   0.6  95.2   0.0    2  18444   5356    0    0    0  36.05 
10:03:46   5.1   0.0   1.5  93.4   0.0    2  16454   5456    6    4    6  24.73 
10:03:46   4.7   0.0   1.6  93.7   0.0    4  15602   5122    0    0    0  23.30 
10:03:47   6.5   0.0   1.5  92.0   0.0    3  15978   5496    1    0    0  23.65 
10:03:47   4.2   0.0   0.9  94.9   0.0    2  14642   4728    0    0    0  27.73 
10:03:48   6.9   0.0   1.8  91.4   0.0    3  17108   5590    6    4    6  16.76 
10:03:48   5.4   0.0   1.3  93.3   0.0    3  15266   5114    0    0    0  21.12 
10:03:49   4.2   0.0   1.4  94.3   0.1    1  21174   6764   19    7   21  39.69 
10:03:49   2.7   0.0   1.1  96.2   0.0    2  16024   5124    0    0    0  34.10 
10:03:50   4.4   0.0   0.8  94.8   0.0    1  20602   6106    8    4    6  35.27 
10:03:50   6.9   0.0   1.4  91.7   0.0    1  17890   5864    0    0    1  23.19 
10:03:51   7.9   0.0   1.3  90.9   0.0    4  15278   5250    0    0    0  16.87 
10:03:51   6.0   0.0   1.3  92.7   0.0    1  14668   5004    0    0    0  20.59 
10:03:52   3.2   0.0   1.1  95.7   0.0    1  19442   6070    6    4    6  35.22 
